age,salary,average_call_duration,day_call_month,evening_call_month,night_call_month,other_cities_call,other_country_call,landline_phones_share,sms_month
39,25116,3.9,58,10,2,0,0,20,6
39,33698,2.9,64,76,0,0,0,22,57
39,78033,9.8,58,44,0,17,3,18,69
39,20868,2.6,67,31,0,0,0,7,30
39,16779,1.7,58,58,2,32,0,12,51
39,1764,1.4,2,11,2,0,0,0,0
39,62585,7.5,43,71,0,7,0,7,23
39,18193,1.7,65,76,0,0,1,12,56
39,55283,6.5,56,39,7,15,0,15,50
39,18167,3.1,30,50,0,29,1,23,6
39,29964,2.8,99,28,0,44,2,6,30
39,49055,5.1,69,53,2,0,0,12,26
39,19874,2.4,34,82,0,37,0,16,18
39,1332,1.7,62,33,4,0,0,19,39
39,58381,6.5,71,41,0,0,0,4,11
39,18312,9.6,210,55,15,51,11,60,11
39,35258,4.5,32,78,0,2,0,5,18
39,57266,5.8,44,93,0,0,1,3,16
39,80979,7.5,63,80,1,1,0,1,41
39,32725,2.2,77,102,5,0,0,9,56
39,91728,8,50,108,2,32,1,3,7
40,1624,1.6,79,32,4,0,0,18,27
40,17256,2.1,48,60,4,22,2,14,44
40,123603,9.9,68,98,4,0,0,14,66
40,42042,4.4,60,65,0,34,0,9,18
40,28359,2.4,58,103,3,44,0,24,26
40,37519,3.1,107,39,0,5,0,7,19
40,122304,8,109,86,0,7,1,26,9
40,79772,7.7,36,94,6,2,3,6,52
40,16893,1.7,69,58,2,0,0,2,7
40,85613,8.4,87,38,0,19,0,10,9
40,47902,8,39,36,6,0,1,1,21
40,21658,2.5,56,57,0,34,1,9,23
40,35777,3.8,58,50,7,32,0,6,12
40,24752,2.6,45,72,2,10,0,30,45
40,21063,1.7,67,82,0,0,0,2,26
40,67076,6.5,62,73,4,3,0,22,11
40,13109,1.4,92,17,0,3,0,18,7
40,29238,3.4,67,40,0,18,0,0,43
40,15246,2.2,63,9,2,4,0,12,44
40,42826,3.8,51,88,2,0,0,8,4
40,1223,2.4,50,10,0,4,1,10,34
40,406,2.9,76,92,2,14,0,10,3
40,37685,3.4,69,75,4,21,0,9,8
40,47374,3.7,59,118,0,5,0,4,18
40,201974,7.8,287,115,9,30,0,24,10
40,16441,2.9,44,23,8,0,1,15,25
40,42845,3.8,34,129,0,25,0,19,31
40,27776,2.7,31,117,3,4,0,18,22
40,181953,7.4,272,97,34,46,0,24,13
40,94595,9.9,48,81,2,30,0,7,26
40,11557,1.3,62,37,4,6,0,16,2
40,2793,3,38,79,0,0,0,9,55
40,33968,2.7,50,125,3,0,0,5,12
40,13377,2.8,43,15,0,0,0,24,11
40,16721,1.5,75,67,6,42,0,16,50
40,49823,3.9,68,86,1,0,0,17,37
40,29315,2.6,67,82,0,1,0,25,24
40,775,6.1,109,26,3,0,0,14,32
40,17543,1.8,38,100,0,2,0,3,25
40,144026,9.5,56,159,0,1,0,7,8
40,3801,5.4,39,52,7,3,0,5,34
40,1785,3,43,25,0,0,0,5,7
40,96432,9.6,38,89,3,26,0,7,22
40,139656,8.4,99,121,2,11,0,8,58
40,37105,2.5,65,141,0,0,0,0,58
40,32054,3.7,45,72,0,27,0,5,5
40,16702,2.3,36,61,4,5,0,1,32
40,52801,5.4,58,71,3,0,1,13,23
40,26642,2.2,82,57,0,0,0,8,27
40,47297,3.3,55,148,0,2,0,18,13
40,17454,2,34,88,2,19,0,5,24
40,3027,3.2,38,93,3,35,0,13,23
40,13622,1.4,53,64,2,34,0,8,8
40,10395,1.1,58,53,0,3,0,3,61
40,2772,4,42,39,2,0,1,8,64
40,55368,5.3,51,92,0,4,3,13,54
40,21483,2.2,40,81,3,0,0,23,31
40,92904,5.6,64,147,0,0,0,10,3
40,11657,1.5,40,65,0,0,0,5,4
40,10962,9,60,89,0,5,2,13,32
40,31311,12.6,299,52,8,30,6,12,10
40,62745,5,70,98,0,6,0,5,52
40,37537,3.9,46,70,5,4,0,8,10
40,57635,3.3,111,91,3,0,0,8,22
40,43609,4.2,57,83,0,20,0,1,30
40,72586,4.3,99,125,0,1,0,4,11
40,104474,7.7,57,133,0,1,0,20,21
40,40934,3.4,67,95,0,7,1,2,47
40,4452,4,46,94,0,23,0,7,23
40,6909,8.4,41,58,3,3,0,9,4
40,53148,3.7,54,147,5,3,1,14,32
40,57075,8,73,9,0,11,0,17,15
40,31939,2.3,102,74,0,0,0,10,3
40,16893,2.6,43,42,0,5,0,22,15
40,92811,9.4,67,60,0,0,1,12,4
40,29455,3.4,42,77,0,4,1,19,36
40,43183,6.2,52,26,1,0,0,4,10
40,55384,4.3,62,96,2,31,0,22,1
40,23391,2.7,50,65,0,24,0,1,52
40,77456,8.3,68,49,3,0,0,20,23
40,26499,2.6,67,65,0,0,0,28,53
40,84196,6.2,111,33,8,27,0,7,4
40,26425,2.5,53,75,4,7,0,30,7
40,22484,2.2,69,47,4,36,1,6,35
40,46389,4.7,31,97,2,2,0,20,22
40,84525,6.9,69,77,2,0,0,21,6
40,9565,1.3,52,41,3,30,1,6,49
40,32162,2.2,98,90,3,6,0,21,28
40,10294,1.6,43,40,0,0,0,24,55
40,60891,7.9,50,50,0,38,2,8,33
40,3857,3.5,97,37,0,27,0,7,48
40,39545,6.4,53,22,0,4,0,28,47
40,31416,3.3,57,56,0,0,0,14,24
40,19186,2.4,49,55,3,0,0,0,35
40,39297,3.1,70,101,0,0,0,11,22
40,1884,1,10,12,2,0,0,0,0
40,47628,3.6,53,114,0,41,0,8,14
40,60636,5.7,51,95,0,7,0,15,14
40,59082,5.3,63,85,2,30,0,22,33
40,7185,1.2,36,43,0,4,0,0,17
40,23677,2.1,96,41,2,0,0,3,29
40,74592,7.2,45,83,2,7,0,24,27
40,40322,3,105,63,0,0,0,15,1
40,19208,1.4,69,99,0,33,2,24,45
40,24696,1.8,61,110,0,22,1,24,24
40,28754,3.7,53,43,8,0,0,10,52
40,50348,5.2,61,66,0,0,0,29,20
40,65025,5.8,86,55,0,0,0,11,8
40,45568,5.7,58,41,5,0,0,0,46
40,36229,3.5,62,72,5,17,0,7,50
40,1862,3.7,36,28,2,6,0,12,30
40,50068,6,46,66,0,6,0,15,23
41,1137,2.1,41,27,0,0,0,1,36
41,33075,7.5,41,5,0,2,0,7,12
41,95228,7.6,41,121,0,0,0,11,5
41,22391,1.9,90,58,0,0,0,14,39
41,32583,3,69,71,5,1,0,16,18
41,46342,5,68,48,3,2,0,30,34
41,45507,3.8,62,98,4,2,1,20,57
41,52976,4.3,53,97,8,23,0,5,15
41,16855,1.8,97,8,4,0,0,1,24
41,4956,4,29,133,6,3,2,1,28
41,24087,3.7,60,8,2,2,0,16,9
41,40284,3.4,49,116,2,34,0,0,28
41,12887,1.7,62,32,0,1,0,0,1
41,157447,6.6,265,101,17,57,9,5,15
41,83128,7.5,55,95,2,3,1,5,23
41,13103,1.7,43,60,0,0,0,6,21
41,2162,2.4,9,2,0,0,0,0,0
41,12976,2.1,38,44,0,4,0,5,16
41,181863,10,171,105,19,9,11,25,0
41,395,3.9,40,102,0,0,0,3,64
41,38675,3.4,45,98,1,2,0,16,33
41,2821,2.6,84,37,0,0,0,12,1
41,12851,1.5,79,21,5,2,1,15,70
41,43341,3.6,62,98,6,23,0,20,24
41,18326,2.1,35,88,0,0,0,15,41
41,266686,8.6,313,121,18,38,3,42,15
41,2236,2.1,9,4,0,0,0,0,0
41,13606,1.6,29,91,3,2,0,4,29
41,22027,1.9,39,127,0,0,0,1,31
41,15696,1.1,109,70,0,0,0,11,1
41,19206,1.5,61,114,2,0,0,10,10
41,29484,3.9,51,36,0,31,0,7,14
41,27342,4.2,36,43,0,35,0,5,12
41,26499,6.4,36,12,4,0,0,0,11
41,24302,3.5,47,43,0,23,0,8,25
41,56566,4,80,109,0,17,1,15,16
41,214368,11.6,163,92,18,32,3,56,5
41,31038,12,213,149,15,2,0,56,10
41,48523,5.5,74,33,3,40,0,4,23
41,38984,5.1,47,54,0,38,0,26,33
41,173315,7.6,291,62,10,10,4,11,12
41,18549,1.6,74,77,2,0,0,29,5
41,55986,4.7,33,141,0,29,2,29,27
41,24365,1.7,46,160,0,0,0,4,16
41,98245,9.7,72,58,0,42,0,19,41
41,29429,3,48,86,0,0,0,21,11
41,14218,2.4,37,39,4,25,0,7,16
41,164537,7,241,120,16,76,0,44,4
41,38507,6.5,36,40,6,42,0,8,19
41,23091,2.5,38,91,2,0,0,9,12
41,15628,1.9,33,69,3,0,2,9,24
41,17542,1.4,58,95,6,25,1,10,36
41,33939,2.4,49,153,0,25,0,4,48
41,114411,9.7,55,88,5,7,0,0,59
41,48608,6.2,53,38,0,22,0,27,31
41,2497,2.8,53,66,0,0,0,10,4
41,16587,1.4,91,58,0,16,0,0,65
41,3612,2.1,10,10,2,0,0,0,0
41,27244,2.8,67,45,0,3,0,14,7
41,20206,2.6,31,78,0,3,0,12,12
41,60928,6.4,62,47,2,7,0,1,55
41,34532,3.9,48,69,4,38,1,12,16
41,15473,1.4,40,115,5,2,0,17,21
41,35264,3.2,65,81,0,26,0,6,47
41,3381,3.5,46,73,0,31,0,3,12
41,18549,2.6,32,67,0,0,0,10,2
41,75962,7.5,61,73,0,0,0,12,47
41,98674,6.9,60,139,3,4,0,9,2
41,16052,1.4,63,91,0,30,0,0,41
41,18919,2.7,31,67,0,12,0,19,63
41,1376,1.4,6,6,0,0,0,0,0
41,32774,3.5,60,62,0,42,0,24,10
41,25967,3.1,33,83,3,0,1,21,35
41,2023,1.9,7,6,0,0,0,0,0
41,19,1.6,12,2,1,0,0,0,0
41,1441,1.1,5,11,0,0,0,0,0
41,269069,13.2,234,86,0,34,0,48,11
41,33481,3.6,33,99,0,0,0,1,11
41,2673,2.7,2,9,0,0,0,0,0
41,98962,7.5,36,135,5,0,0,14,28
41,23276,2.9,48,59,0,0,0,13,41
41,11912,1.1,48,102,0,0,0,17,35
41,44394,4.2,72,49,0,0,0,4,11
41,45023,7.6,38,40,0,10,0,7,38
41,2179,1.9,7,7,0,0,0,0,0
41,37768,4.9,43,56,8,10,0,14,53
41,33169,2.7,89,49,3,10,0,9,42
41,188496,9.9,104,123,6,5,0,23,49
41,29347,3.4,50,63,5,0,0,13,22
42,22645,1.5,80,125,0,0,0,2,49
42,1966,1.2,10,10,0,0,0,0,0
42,27002,2.7,48,89,0,34,0,8,37
42,40927,2.5,82,141,0,6,1,13,41
42,138407,9.7,65,130,4,0,0,20,28
42,1205,1.1,58,75,1,7,0,3,8
42,314321,9.6,356,148,20,26,0,28,9
42,208681,10.4,252,53,20,30,0,20,11
42,405,2.5,7,10,2,0,0,0,0
42,23161,2.4,64,61,1,36,3,18,24
42,15976,1.9,53,57,0,22,0,28,25
42,36799,5.3,40,52,2,6,1,8,34
42,36582,3.9,65,42,2,0,0,10,54
42,18154,2.5,30,72,0,3,0,7,29
42,18326,1.7,95,20,0,0,1,22,34
42,22805,2,81,63,4,0,0,12,2
42,20288,3.5,59,7,2,0,0,20,22
42,24595,3.9,36,48,0,32,1,17,36
42,21607,1.6,106,62,0,0,0,4,56
42,37519,3.8,44,93,0,0,0,10,50
42,3931,2.4,10,10,0,0,0,0,0
42,358498,11.6,314,107,41,21,0,35,7
42,75516,9.3,53,42,0,0,0,0,26
42,60362,4.6,47,140,0,42,0,1,40
42,3136,2.8,50,90,0,4,0,0,43
42,61279,6.5,67,53,2,3,0,8,12
42,4648,4,62,78,0,19,0,10,65
42,5432,4,40,138,0,29,0,15,11
42,31952,3.3,55,75,0,21,0,14,37
42,32462,3.5,50,61,3,29,0,23,29
42,10829,2,37,33,0,0,0,9,55
42,49813,6.8,33,69,0,0,0,0,70
42,16275,1.5,65,62,2,0,0,20,38
42,15008,1.6,39,79,0,0,0,6,5
42,22215,2.5,67,44,1,0,0,11,19
42,33372,3.1,49,100,0,4,2,12,33
42,70656,4.7,99,96,0,0,2,6,29
42,441,3.5,60,95,0,0,0,24,23
42,11823,1.6,34,64,8,0,3,9,33
42,31847,3.3,59,66,5,2,0,13,53
42,20467,2.1,58,70,4,34,2,11,15
42,37138,2.7,47,129,3,0,0,11,20
42,350,4,78,15,0,4,0,13,12
42,14078,1.3,66,76,2,34,0,16,17
42,46151,3.5,77,99,0,5,0,20,9
42,12052,1.1,63,82,2,40,0,2,38
42,70448,7.4,61,50,0,33,0,11,18
42,55461,5.7,41,80,2,4,0,19,37
42,17518,2,67,42,3,2,3,2,34
42,18842,1.7,48,106,0,0,0,19,32
42,29659,3.8,40,54,1,5,0,1,17
42,70732,6.4,66,79,3,0,0,3,17
42,25913,2.4,53,93,3,7,0,12,34
42,19792,1.3,60,154,0,0,0,16,41
42,118895,8.6,71,96,3,3,0,19,6
42,46819,7.5,49,28,2,0,1,23,57
42,58629,5.2,47,111,0,4,1,10,18
42,27,2,4,11,0,0,0,0,0
42,23849,3.6,66,11,0,14,0,10,28
42,14078,1.7,36,80,0,34,0,17,43
42,60037,5.8,65,70,1,3,0,11,9
42,2268,2.7,61,34,0,0,0,23,16
42,59996,6.9,31,91,3,1,1,7,39
42,32186,3.8,55,43,0,25,0,18,3
42,44246,2.3,102,158,0,6,0,0,19
42,21327,2.7,39,69,0,0,0,1,49
42,405208,12.4,426,84,6,58,5,12,8
42,150778,9,74,159,0,0,2,6,5
42,10778,8,62,124,1,5,0,1,28
42,42501,3.2,33,159,7,0,2,18,34
42,42673,7.7,31,42,2,0,1,4,53
42,16116,2,65,34,3,6,1,11,2
42,31353,4.6,51,32,6,0,0,7,7
42,74634,7.3,52,86,3,33,0,4,56
42,107245,9.2,32,138,0,42,0,15,26
42,6446,1.1,40,33,4,30,0,26,17
42,12635,1.9,44,29,8,37,0,12,17
42,33376,3.2,62,61,0,27,0,21,16
42,63241,6.8,69,49,0,0,1,10,9
42,46405,4.7,53,81,0,5,0,23,40
42,27594,9,362,68,16,29,0,23,9
42,36634,2.7,56,132,4,28,0,25,44
42,55648,5.2,60,83,0,0,0,15,52
42,73408,6.7,58,91,0,6,0,28,33
42,514276,14.8,431,107,15,7,0,22,6
42,81867,6.8,76,80,4,1,0,19,33
42,6691,5.2,108,48,4,0,1,12,13
42,58094,8,66,18,6,42,0,21,16
42,90153,8.1,62,71,2,0,0,4,24
42,52769,3.8,111,62,0,0,0,28,19
42,14042,1.7,30,76,0,31,0,12,61
42,65414,6.3,59,79,2,3,2,20,30
42,29206,3.5,70,33,0,2,0,4,35
42,57789,4.8,41,131,0,5,0,2,18
42,1078,2,43,17,0,0,0,0,1
42,15415,2,30,79,0,0,2,15,11
43,63675,6.8,59,64,0,0,0,8,18
43,14524,2.4,34,44,6,7,0,12,15
43,17738,2.8,36,38,3,16,0,24,39
43,89428,5.1,67,154,3,1,1,16,49
43,40991,3.9,71,65,0,0,0,16,31
43,42812,4.4,38,86,0,0,2,13,28
43,29353,2.4,84,74,0,0,0,16,12
43,11106,1.1,65,66,1,26,1,24,50
43,19201,2.6,60,21,1,0,0,8,27
43,43013,3.7,61,94,5,0,0,19,63
43,18326,2.1,68,41,0,0,0,11,40
43,21155,2.7,60,35,8,7,2,12,45
43,52744,4.5,67,89,0,25,0,10,69
43,87505,5.7,97,104,2,16,0,22,3
43,79982,7.3,63,83,0,40,0,20,4
43,2273,1.5,9,9,1,0,0,0,0
43,8202,5.8,53,147,0,9,1,8,7
43,2228,1.7,12,4,0,0,0,0,0
43,86233,9.7,58,42,8,0,0,8,35
43,9004,1.1,36,75,5,1,0,5,28
43,48157,9,43,23,0,2,0,5,55
43,15766,2.5,69,2,0,0,3,27,61
43,19161,1.6,67,91,6,2,0,13,31
43,4459,2.8,103,104,2,22,0,0,17
43,11262,1.7,60,18,2,0,1,9,28
43,37357,3.7,60,72,3,0,2,9,35
43,47947,7.8,45,32,1,30,0,6,40
43,35401,3.9,67,47,1,0,0,3,33
43,20468,3.4,45,20,6,0,1,19,28
43,74249,9.4,46,56,6,3,0,20,51
43,3444,3,34,116,0,0,3,1,21
43,11772,1.1,58,87,0,0,0,6,7
43,15049,1.5,30,115,1,0,0,16,7
43,44717,3.9,61,94,0,34,0,19,24
43,29353,2.4,69,95,0,0,0,12,11
43,9408,1.2,34,64,0,5,0,7,2
43,1755,1.5,3,10,0,0,0,0,0
43,375,2.9,111,46,0,5,1,19,57
43,28483,3.3,39,80,1,14,1,2,15
43,5998,4.4,56,135,0,0,0,23,6
43,86142,8.4,50,75,1,0,0,5,53
43,2793,2.1,70,91,2,0,0,2,41
43,81026,4.8,93,134,0,2,0,19,18
43,34602,2.8,31,150,0,43,0,19,23
43,67112,6.5,32,100,5,0,3,18,4
43,55495,4.4,76,91,0,0,0,13,46
43,6412,4,98,88,6,23,1,3,36
43,61757,7,54,60,5,0,2,9,19
43,157759,5.8,298,115,28,30,0,44,4
43,50068,6,42,72,0,0,0,27,58
43,16093,1.9,51,49,0,29,0,10,13
43,114392,8.2,70,120,0,0,0,5,6
43,1884,2.3,7,3,0,0,0,0,0
43,21483,1.8,49,100,3,0,0,6,27
43,12712,1.6,56,34,1,15,0,3,31
43,15594,1.6,53,79,0,5,0,10,69
43,71217,5.2,43,155,0,0,0,25,28
43,1351,1.1,4,10,2,0,0,0,0
43,7918,1.1,29,72,0,31,0,17,6
43,111454,7.6,100,67,3,17,0,9,55
43,27412,2.2,60,94,0,0,0,18,24
43,27174,2.7,63,69,0,3,2,13,35
43,9461,6.5,62,140,1,32,0,19,13
43,28952,3,46,86,1,0,0,6,30
43,21539,1.7,70,83,0,24,2,5,19
43,120571,5.2,282,82,0,4,3,7,10
43,15447,2.5,42,37,2,15,3,5,22
43,34755,3.1,57,96,0,2,0,10,41
43,51877,3.2,109,100,3,0,0,11,12
43,50909,5.4,32,103,0,5,0,6,49
43,73696,9.4,61,26,0,5,1,16,33
43,16307,1.6,50,88,4,19,0,6,42
43,2295,1.7,6,8,2,0,0,0,0
43,2293,2,2,12,0,0,0,0,0
43,49966,3.7,99,72,0,7,0,28,22
43,19349,2.5,40,65,1,36,0,5,22
43,61018,9.3,52,30,0,45,0,9,20
43,1532,1.7,4,7,0,0,0,0,0
43,117463,9.9,55,91,1,32,0,30,22
43,307308,7.8,488,127,7,4,8,20,0
43,8695,1.3,31,60,2,0,0,19,14
43,27945,4.1,59,24,0,2,2,0,15
43,13332,1.3,32,116,0,0,0,25,22
43,76734,8.7,56,47,0,0,0,9,20
43,34223,3.5,74,47,5,33,0,29,50
43,37596,2.6,104,81,0,0,0,27,13
43,43218,2.8,52,146,3,0,0,20,10
43,5217,7.8,67,10,2,3,0,9,13
43,28538,3.2,67,46,0,2,0,5,63
43,375,2.9,109,50,0,0,0,0,12
43,101856,6.5,65,155,0,10,0,28,18
43,4036,6.4,43,38,0,26,0,22,14
43,205205,11,180,73,27,29,0,22,13
43,3335,3.7,30,98,3,2,0,27,23
43,31416,3.3,36,86,0,6,0,23,6
43,1848,3,47,20,4,28,0,11,7
43,9399,1.3,39,57,3,0,0,10,36
43,43512,4.8,31,84,3,3,0,5,30
43,2205,3.5,36,38,2,4,1,24,24
43,1572,1.2,11,5,0,0,0,0,0
43,11772,1.4,84,10,8,0,0,13,4
43,2814,2.4,92,36,3,0,0,2,12
43,30098,4.5,48,37,0,0,0,15,21
43,79383,6.7,41,126,4,0,1,4,9
43,1474,1.5,2,10,0,0,0,0,0
43,21738,2.1,34,111,7,29,1,21,48
43,13606,1.2,64,88,0,21,2,4,66
43,13822,1.1,57,98,3,29,0,4,21
43,59184,3.8,106,93,3,44,0,10,37
43,12836,1.3,31,110,4,1,0,14,17
43,37026,3.1,31,143,3,6,0,0,16
43,137694,5.6,331,55,0,88,10,24,9
43,16625,2.5,45,32,0,0,0,0,57
44,46746,5.3,62,36,6,0,0,2,16
44,73573,7,34,117,0,0,0,20,9
44,33774,2.2,90,113,2,0,0,10,32
44,21117,1.7,64,101,8,5,0,1,28
44,19792,2.6,32,71,7,0,0,14,28
44,15288,2.5,31,53,0,0,3,2,36
44,4366,4.6,50,78,0,0,0,25,61
44,21696,2.6,68,35,0,2,0,3,36
44,20881,2.2,58,68,0,41,0,8,37
44,48501,5.4,59,56,4,15,0,11,13
44,60107,5.6,60,83,3,45,0,6,9
44,229194,10.2,197,124,0,10,0,19,0
44,25416,3,50,62,0,0,0,12,22
44,27802,2.9,51,77,3,17,2,21,6
44,84899,6.8,61,110,0,4,0,12,26
44,220402,5.2,485,104,33,43,0,54,14
44,42826,3.8,64,71,0,0,0,16,18
44,25799,2.5,46,97,0,0,0,1,22
44,9555,7.8,105,27,0,2,2,0,23
44,14887,3.8,37,9,1,36,2,9,1
44,26047,4.7,39,32,0,0,0,10,16
44,52552,5,53,90,0,33,0,17,7
44,108927,10,64,81,0,11,0,5,56
44,30035,4.1,51,43,0,0,1,12,7
44,6421,1.2,58,3,0,0,0,11,37
44,54362,3.4,69,152,4,0,0,1,57
44,35626,2.9,58,93,1,36,0,10,43
44,10667,1.7,47,31,3,22,2,1,16
44,11705,1.5,62,33,3,6,0,24,45
44,45934,3.4,46,126,4,11,0,23,2
44,35736,3.4,53,91,0,41,2,19,35
44,74414,6.6,70,77,2,13,0,8,15
44,11141,1.1,109,6,0,37,0,1,3
44,22056,2.5,69,39,5,40,3,20,38
44,20405,2.2,43,69,5,3,0,12,50
44,84275,8.4,38,103,1,0,0,21,27
44,65292,8.2,37,71,4,3,0,16,31
44,2948,2,9,9,0,0,0,0,0
44,451,4.8,38,93,3,25,0,19,10
44,6226,5.4,96,46,0,0,0,10,3
44,52192,3.2,102,89,2,45,0,11,26
44,164977,8.9,110,136,0,0,0,0,30
44,16189,1.7,60,64,3,7,0,22,18
44,53814,6.4,68,36,0,1,0,18,24
44,284866,10.4,332,95,6,26,0,12,0
44,54629,6.7,38,75,0,23,0,2,31
44,2691,1.3,12,11,0,0,0,0,0
44,28799,2.2,82,88,3,1,0,6,33
44,80892,5.4,82,98,2,4,0,3,26
44,14969,2,53,41,3,28,0,20,35
44,31468,3.8,58,46,4,20,0,4,36
44,369432,14.4,289,72,11,30,8,28,0
44,33432,12,269,120,18,68,11,28,0
44,8932,1.1,62,25,6,0,0,13,24
44,70452,7.9,66,47,0,0,0,23,47
44,34717,5,39,54,0,0,2,23,41
44,36207,2.8,78,93,0,30,0,15,15
44,48769,4.8,45,95,3,15,0,12,65
44,17307,2.6,47,36,5,2,0,8,12
44,46662,3.3,90,75,0,19,2,11,62
44,23091,2.5,42,86,0,3,1,6,17
44,26416,2.9,50,72,2,42,0,5,31
44,21582,2.2,65,62,0,0,0,4,32
44,31952,3.3,49,81,4,6,0,25,2
44,24843,2.6,64,60,0,0,0,1,1
44,82677,9.3,62,40,0,0,2,6,32
44,23228,3.3,32,64,3,0,2,24,3
44,14308,1.4,60,61,2,3,0,29,48
44,12778,1.7,57,38,0,2,0,18,5
44,14294,1.7,57,50,4,3,0,7,13
44,33952,4.1,54,54,0,0,2,2,17
44,54578,3.6,59,155,0,1,0,13,3
44,2621,2,7,9,0,0,0,0,0
44,7759,1.4,58,4,4,0,0,11,4
44,22852,2.5,36,91,3,5,0,21,12
44,10972,1.3,58,49,5,0,0,12,35
44,40004,4,48,90,0,23,0,17,36
44,353535,14.8,277,93,10,45,0,40,13
44,30576,2.4,62,95,0,32,0,14,1
44,20097,2.9,55,20,2,0,0,20,20
44,2916,1.8,10,8,0,0,0,0,0
44,1344,1.5,31,82,6,17,0,4,10
44,12297,1.1,89,50,1,10,2,12,53
44,75803,6.8,71,75,0,35,1,12,43
44,145824,9.6,57,136,2,17,0,13,37
44,64184,4.4,62,142,0,0,0,13,61
44,89594,9.7,57,65,0,2,0,29,28
44,26754,4,33,57,2,0,0,14,33
44,51903,9.7,36,33,0,7,0,30,39
44,27562,2.1,69,90,1,0,0,27,18
44,63063,6.6,42,88,6,0,0,23,17
44,3329,3.9,51,62,0,45,0,5,41
44,11237,1.4,67,32,0,0,0,3,51
44,32818,4.6,45,49,0,9,0,10,2
44,57722,6.2,61,43,8,33,0,26,29
44,40762,5.4,36,66,3,0,0,20,28
44,53928,3.4,109,96,0,25,0,9,22
44,44096,3.9,45,113,1,0,0,23,35
44,28206,2.7,47,98,0,5,1,23,13
44,10893,1.5,37,62,0,4,0,9,8
44,21801,3.7,37,38,5,41,2,0,27
44,518,4,60,100,0,2,2,6,9
44,2088,1.7,11,4,0,0,0,0,0
44,66302,8.1,30,85,3,0,0,12,47
44,13132,1.4,65,42,0,0,1,15,18
44,12683,1.1,63,89,6,9,0,26,63
44,92747,6.4,70,128,3,0,0,14,43
44,24069,3.3,33,67,3,0,0,5,1
44,41278,2.7,69,143,0,1,0,0,24
44,47087,4.8,71,53,2,30,0,1,23
45,18951,2.5,59,36,0,0,0,21,3
45,139965,9.3,46,148,4,0,2,17,2
45,19918,2.1,63,44,5,25,0,18,3
45,13664,3.9,29,14,0,1,0,6,0
45,221561,12.4,169,95,33,29,0,23,8
45,39328,4.2,36,95,4,0,0,15,1
45,61942,4.4,55,142,2,41,0,4,5
45,51024,3.6,58,138,5,40,0,0,2
45,300982,12.6,282,93,0,27,0,24,9
45,122314,9.9,76,68,3,36,1,14,1
45,42666,3.4,81,82,2,38,0,5,0
45,20588,3.2,69,4,0,17,0,11,0
45,30608,3.1,44,93,0,11,0,22,2
45,20862,2.5,33,84,0,13,0,5,0
45,36268,5.9,33,47,7,0,0,27,5
45,189,1.5,66,87,0,0,0,1,2
45,42017,6.8,33,50,2,37,0,19,4
45,16409,2.3,40,53,6,13,0,21,4
45,51113,5.9,48,68,0,29,0,12,1
45,3066,3,30,102,4,0,0,23,3
45,3027,2.7,56,96,2,0,0,4,2
45,179621,9.2,198,99,19,46,11,23,6
45,280229,10.4,309,103,22,81,0,30,6
45,455684,13.6,402,121,6,30,0,18,0
45,6233,9.5,54,26,2,3,0,11,4
45,1966,1.5,5,11,0,0,0,0,0
45,64487,5.1,31,153,3,11,0,17,5
45,2072,2.3,8,3,0,0,0,0,0
45,33443,3,89,49,0,4,0,0,4
45,1327,0.9,6,12,0,0,0,0,0
45,10243,1.2,62,47,0,31,0,6,4
45,10511,1.3,48,46,3,25,0,1,2
45,84708,6.1,55,140,0,23,0,3,4
45,60884,5.4,43,117,0,36,0,19,2
45,2125,2.4,65,46,2,41,2,12,0
45,27397,2.3,99,47,0,39,1,26,1
45,14657,1.3,63,88,0,0,0,5,2
45,81867,5.4,81,123,2,0,0,14,5
45,57288,3.3,114,88,0,22,0,5,0
45,15379,1.3,68,73,0,0,0,5,2
45,35194,6.5,58,3,0,0,2,8,2
45,68917,6.2,53,98,3,6,2,14,3
45,72312,6.6,42,113,0,0,0,3,0
45,22442,2.6,36,84,1,1,3,24,3
45,342,2,7,12,0,0,0,0,0
45,56448,5.6,32,99,0,5,0,18,0
45,48457,7.1,47,31,1,6,0,24,1
45,22295,2.8,67,31,0,0,3,12,2
45,3279,2.9,71,76,3,7,0,20,4
45,18487,1.9,33,92,0,0,3,10,1
45,1916,1.8,5,7,2,0,0,0,0
45,27327,2.6,74,61,0,1,0,16,0
45,31188,3.2,58,71,0,2,0,2,4
45,3402,3,48,94,0,0,1,18,4
45,71854,4.7,112,82,0,0,0,30,4
45,34959,3.2,84,52,1,0,0,22,4
45,27538,2.2,63,104,7,4,0,3,4
45,17887,2.4,42,58,0,4,0,4,4
45,19082,2.9,39,39,0,0,1,9,4
45,52864,6.4,37,66,0,19,1,10,5
45,23569,2.5,34,100,0,0,0,8,3
45,56406,7.7,55,38,0,22,0,10,1
45,16307,1.6,90,30,6,0,0,13,5
45,23722,1.9,71,96,0,0,0,6,5
45,41787,4,66,71,0,25,0,16,2
45,19352,2.8,62,21,1,25,0,26,4
45,14269,2.8,50,10,0,2,0,19,4
45,36471,3.3,70,71,7,12,0,26,1
45,18804,3.6,34,34,0,22,0,16,5
45,20384,2.8,36,54,0,0,1,27,2
45,4459,4,59,92,0,0,0,5,4
